numeric_id,user_id,mention_freq,RT_freq,reply_freq
1201397180990251013,@kanokpon1756,2,0,2
14919804,@mybraceteeth,2,1,0
1968773239,@youcallmeels,2,1,1
60868574,@andra_ann,2,1,1
1141704027819823105,@30314__p,2,0,2
1062405218741043200,@electinth,2,1,1
1163480836642988032,@ol9UWZvv3CPTSQj,2,0,2
1098876467289542656,@chadchart_trip,2,0,2
120702097,@Byakuren29,2,1,1
962878932876849152,@WatsonsThailand,2,2,0
306098956,@verellie,2,1,1
15464511,@karnt,2,1,1
832479972837036033,@nowie39,2,2,0
1180421536747905024,@ooppp76955509,2,0,1
1014091626250100737,@mcXmrL,2,0,2
2665447087,@Vatanarak,2,0,0
1196284294282412037,@armyloveletter,2,2,2
4693698612,@lrlrlrlrlrs,2,1,1
1224159385590452226,@Apiwatza0782,2,1,1
12967962,@9tana,2,1,1
2918224284,@armdm2,2,0,1
3270584419,@nnnestz,2,1,1
92666409,@Callme_kang,2,1,1
1109280745,@CHOCOOLIIE,2,1,1
9791512,@mod_x,2,1,1
3192017035,@adaywithfreedom,2,1,1
1184652148610498560,@Engupit1,2,0,1
3144728653,@RapeePeTe,2,0,1
479575328,@IamSasdha,2,1,1
2271561451,@puthpianista,2,1,1
1136604342335623169,@h89xoI53Sz49BaP,2,0,2
1085918719815995392,@Pinksuga_me,2,1,1
36958020,@Kitti3Miti,2,1,1
63061180,@Ping_VoiceTV,2,0,0
808385002022965248,@quenxHN,2,2,0
1174966304547016704,@Ilkying_Genc,2,0,1
974956260574416897,@PhD_chem,2,0,0
473940023,@kommsone,2,1,1
68596545,@krupnan,2,2,0
1218057891040481280,@komkrichty,2,2,0
1057666363433529344,@ParasiteMovie,2,0,0
1157933211135041541,@PaoPhatthakorn,2,1,1
17919972,@taylorswift13,2,2,0
1061881758570795008,@taro_taylor,2,2,0
1219178276574261248,@teng_fwp,2,1,1
209175125,@inzakaew,2,0,2
776950503401885696,@PRodleang,2,1,1
53879771,@KoenDoens,2,0,0
172215677,@MThaiNews,2,1,1
963768232761999360,@RSuksrinual,2,0,1
77870937,@greentea_pt,2,1,1
252751061,@QuickTake,2,2,0
375409917,@thanyakorn_ton,2,0,0
140362783,@HTMLKE,2,0,2
1016475002932039681,@PwFanta,2,2,0
15082180,@prachatai_en,2,0,2
2832804458,@Halley_Peerapat,2,2,0
1140138846207614976,@prarmy2,2,0,0
296175273,@thaivivat,2,2,0
403444636,@isightme,2,1,1
46304874,@KornGoThailand,2,1,1
135841357,@IM_MadamE,2,1,1
180747828,@pui_tuangporn,2,2,0
993311629281411073,@sharp3311,2,0,2
2951611375,@kitti_dad,2,0,0
80330375,@RahTheBest,2,2,0
125040043,@knhomphing,2,1,1
59753837,@NochPH,2,0,1
2399378594,@Mono29TV,2,0,0
1137305645722394624,@NoLungNoKaLa,2,2,0
3316960524,@kristtps,2,2,0
1692742448,@saiyasasmith,2,1,1
127204571,@suebsak1,2,1,0
938404075,@hyggene,2,1,1
992046810335072256,@Kace2525,2,1,1
543890425,@satittrang1,2,2,0
NUaMjZryhC4ek9IOuboDQY0Xr5zAkBn6LyFDSpsbr6c=,@NUaMjZryhC4ek9IOuboDQY0Xr5zAkBn6LyFDSpsbr6c=,2,2,0
1188870466309509124,@Moomoo37521325,2,2,0
252951504,@NNOTVDAY,2,2,0
1220545978832285696,@NJuy84833286,2,0,0
1414898623,@hs3smg_c,2,1,1
934026709413675008,@suchaissucha,2,0,2
497004701,@KATELYNisViolet,2,1,1
1218032339596398592,@Noppado09398073,2,1,1
2608113666,@kru_tun,2,2,0
1274413638,@seeme55555,2,1,1
1678061454,@sfkkfs_,2,2,0
1211617923208368133,@kkrmtb33,2,2,0
998763704660344832,@Mark51295927,2,0,0
1063068009063841794,@PPPlingpling,2,1,1
884354744881356802,@standalone_amOK,2,1,1
99956119,@dark_neon,2,1,1
1135256517857251328,@JiangWei_TH,2,1,1
69550671,@redbamboo16,2,1,1
1109785234344566786,@PCockea,2,1,1
1160846803459137536,@JoxjoxDevil,2,1,1
18306107,@supinya,2,0,0
85799719,@MilanSLive,2,1,1
931681876166635521,@Nutt32723763,2,2,0
1157488270478991360,@NusraV,2,1,1
1195202587915538433,@stopscoldbigred,2,0,3
1110547617786675200,@ppppanddr_,2,1,1
1095161166349783042,@GunGun_Official,2,0,2
1166599562640973826,@Sujitrapanyasub,2,1,1
882146614218956800,@tom4vendetta,2,0,2
1022824315530633216,@Dom50670745,2,0,2
66123686,@futurista1984,2,1,1
2979181050,@tmb_bank,2,2,0
41085231,@peonypaloy,2,1,1
778825074933497856,@pepanicha,2,0,2
403102905,@khundeex,2,1,1
91057140,@khunjirayut,2,1,1
EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=,@EGar47qB4JqlPG9y0ormxgmsqX9yqN4O7ZWT8pV80Xo=,2,2,0
1234940756,@Lucifel2_26,2,1,1
4324873994,@EakaratTkn,2,1,1
596299859,@somsakjeam,2,1,1
703084494,@TChinarka,2,1,1
2833794228,@Eng_afternoonz,2,1,1
573131059,@socialbook1,2,1,1
1216395618043564032,@labourFWPthai,2,1,1
1169918697953120256,@futurefestfwp,2,2,0
1101743775691358211,@ThaiFuturista,2,0,1
271751530,@gowon_zabnoor,2,1,1
1583296682,@Diarypic_,2,2,0
1180773589793959936,@Tip95150075,2,1,1
246732751,@LakanaSmartNews,2,2,0
1180560555657986048,@CoatPoch,2,0,2
892353430362112000,@sltrxx,2,1,1
803654504407146496,@letstalkaboutKR,2,1,1
1007678836589264896,@pbjandbi321,2,0,0
4912566457,@CrazyRichTH,2,0,2
pdEinROr22D8TI1rKzmSmUK69LBxHJ57Vp65qDwQ5g=,@pdEinROr22D8TI1rKzmSmUK69LBxHJ57Vp65qDwQ5g=,2,2,0
3238300216,@peacetvnews,2,0,0
3180842006,@lee_590275,2,2,0
1206906518181859328,@tororpor,2,1,1
146286258,@iamio2020,2,2,2
3843447373,@LoLohasashield,2,0,2
1195202587915538433,@friendofniranam,2,1,3
854516778390568960,@ThaiPBS_Radio,2,2,0
181425925,@phoom91,2,0,2
1004609778922881025,@MoremoveN,2,1,1
995127511850795008,@FLIPER791,2,1,1
12119732,@Rosie_Spokedark,2,0,2
1157947344169472003,@politic_on,2,1,1
866969151771877376,@KruPMui,2,2,0
67507531,@GMMTV,2,1,0
1179582823507693568,@SRimping,2,2,0
1225091006346825728,@pongnawat,2,0,1
91946403,@SBS8news,2,0,0
1064304832868081664,@sonneundmonde,2,0,2
1073786493775228930,@Rittiaugsorn,2,0,2
1043679201029550080,@Saioop2000,2,0,2
4130000479,@ReviewCMU,2,1,0
422177951,@Red_Buffalow,2,1,1
968362230214520833,@RedSkullxxx,2,1,1
142595968,@silvenia,2,1,1
1198468991116697601,@potential_is,2,1,1
ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,@ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,2,2,0
69231423,@pppickuricman,2,1,1
73055296,@kwanjaa,2,1,1
1529628366,@SaraUpdate,2,1,1
62283325,@phumtham,2,2,0
913862544434937856,@SardineSaya,2,1,1
1115264869450649601,@Fansamkok,2,0,2
70139252,@Fiatopichan,2,0,0
1142465193563185152,@SoponSoponwich,2,0,0
830934954,@piradasomsak,2,0,0
807423263022272512,@Luv_freedom4454,2,0,2
146902625,@piyatuk,2,1,1
830434249,@LuvluvHKS,2,2,0
1116210780561530881,@FrancoSmart1,2,2,0
323085549,@songkietchartwa,2,1,1
53449562,@Fucking_Hero,2,2,0
1217104357977575425,@KuGayc0f6Fd3FnR,2,0,2
303062326,@plariex,2,1,1
387532334,@gigkagigka,2,1,0
928486938213990400,@konthai2511,1,1,0
988582027,@mdthna8,1,1,0
94350900,@mayamaynie,1,1,0
931035371546165248,@korat_police,1,0,0
145946193,@lilmaddest,1,1,0
52740328,@korbsak,1,1,0
14230524,@ladygaga,1,1,0
3004861622,@kuntida06,1,0,1
98445916,@m4temate,1,0,1
1012082554973782016,@kxy9190,1,1,0
358271826,@kathnong,1,0,1
836038252591095808,@lovingpalit,1,1,0
161543105,@loving_friday,1,0,0
21447363,@katyperry,1,1,0
1202844840968343553,@maplemp4,1,0,1
1152260462152568832,@lalunlana,1,1,0
3876725112,@laotianyeyouyan,1,1,0
548291884,@lovechujaiiii,1,0,1
214969391,@kfcth,1,1,0
1133757109361758210,@letthemeatrice,1,0,0
952592932091060224,@kendo_reporter,1,0,1
1123223466293862401,@kunkonlek1,1,0,1
2465939028,@kungkingsr,1,0,1
754869667999522817,@ktae_kv,1,0,1
72243304,@lokklom,1,1,0
985519988625719296,@krutewly,1,0,1
546689881,@kim_befu,1,0,1
149805948,@maimng,1,1,0
862245758505857025,@maleficent_pitt,1,1,0
1510523581,@mama_lie,1,0,0
712316365,@kiwtum,1,1,0
1164046996543438848,@mameeshop_,1,0,1
234766955,@mangosteentk,1,0,1
1048992808688730112,@kanwaela,1,1,0
165334942,@krtin025,1,0,1
4241536392,@krnsx19,1,0,1
206539781,@manutfankow,1,0,1
3425738052,@krist_est,1,0,0
980488767818448896,@kscps1,1,0,1
1099730141654147072,@007Unbelievable,1,0,1
4527162614,@meicumkom,1,1,0
69632363,@the_mez,1,1,0
146446408,@spdtny,1,1,0
80870019,@spywarey,1,0,1
1195202587915538433,@stupidPMTH,1,0,3
963367267940540427,@suchart328,1,0,0
9139302,@sugree,1,0,1
576630498,@supazziii,1,1,0
1048769093841477632,@supportFWP,1,0,1
1199015561721602052,@taehyun_JY,1,1,0
162330168,@takkyx,1,0,1
872131810263678976,@tal6363,1,0,1
704279594258419712,@talok6chakwp,1,1,0
1082257936141844481,@teaofficial2017,1,1,0
235394634,@ter_nawapol,1,1,0
1129029861174120448,@thaidansker,1,1,0
1209024400651014145,@thaiprong,1,1,0
920346220215746561,@thananya6983,1,1,0
106107863,@thapanee3miti,1,0,1
935145826069786625,@southsideguyzs,1,0,1
1100404981985734657,@somphonglovei,1,0,1
1134858210039386114,@sleppycat6,1,1,0
895527120,@sattha7774,1,1,0
s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,@s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,1,1,0
1444287726,@sailom_soi8,1,1,0
23032702,@sanook,1,0,0
893065661949157376,@sansanee_pw,1,0,1
395114375,@sansani23,1,1,0
2489913008,@santi_sister97,1,1,0
910357662939918336,@sasidiary,1,1,0
1122388388751925248,@savethailay,1,1,0
936808277639180294,@sky_blueks,1,0,1
1196356358469062657,@sbwtJbpjjEvDMr5,1,0,1
1196895040703909888,@sebastian_ryde,1,0,0
4653636726,@sekretnot,1,1,0
194113392,@seree_news,1,0,1
925935602536652800,@sevenheartjb,1,1,0
1053985169420369926,@sidhilak,1,0,1
3254617393,@singhdum,1,1,0
18355910,@thatguypeng,1,1,0
121131207,@theamwaysu,1,0,1
91407171,@metinydluffy,1,0,1
3162305666,@thektnjean,1,0,1
830675674683674624,@whatupth,1,0,0
1031834639600472064,@wildwild888,1,0,1
792386594745360385,@wip_creamm,1,0,1
1226898439402708993,@wtfismycountry,1,0,1
3149673026,@xbaifernx,1,1,0
1122436381005897728,@xxxcpxv,1,1,0
1102230184328015873,@yC3Uyqy4yeHsZcq,1,0,1
879535458199392257,@yedx18com,1,1,0
88673152,@yingsakjj,1,1,0
564314939,@ymtofficial_,1,0,1
1015445060538720257,@yoongifire_,1,1,0
1228636766766157825,@yourqweneth,1,0,1
1217622847561949185,@zCu3Hw5ypGLZZXP,1,0,0
912710899529482240,@z_znz_z,1,1,0
1186473439051354113,@zalimmie,1,0,0
1696177008,@zanzapzanzap,1,0,1
1032266110723272704,@zeusbigz,1,0,1
350147919,@whan_jeab,1,1,0
1210805294915149827,@welove_swcom,1,1,0
2287835192,@webearbearbb,1,0,1
832067115741896704,@traprasit,1,0,1
966125060,@thelegothief,1,1,0
211078681,@themonkeyriderz,1,1,0
1124150230692155392,@thethairef,1,1,0
917146267603439616,@tiadogcmu,1,0,0
299005353,@tipssad,1,1,0
971681920894435328,@tmace14,1,0,0
137538853,@tonirakkaen,1,0,0
4831286954,@u_ez20,1,0,0
1122128507767668737,@wazojubjang,1,0,0
ur+4xmELZMCISC6rXfqjSgyw+mfiZUv6gIPjtmMqyyU=,@ur+4xmELZMCISC6rXfqjSgyw+mfiZUv6gIPjtmMqyyU=,1,1,1
948825764291518464,@veda09090,1,1,0
vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=,@vx6CaKfbFhGJw2w+4b1xLrYliU3LgLf0spQ7sIimym8=,1,0,0
3379584499,@wangsquirtle,1,0,0
102955197,@wannsawa,1,0,1
90395664,@warmsutthi,1,1,0
385841337,@way_magazine,1,0,1
936488559661297674,@rxknaka,1,1,0
1198583746074595329,@rubyhippy,1,0,1
2611025546,@rrunggone,1,1,0
1186420437258919936,@ripthailand,1,0,6
133120472,@nolnnt,1,1,0
39515109,@noname_8,1,1,0
1021639392232763393,@nonenoh,1,1,0
1172649448465289216,@nrLIiNGV9vizVCR,1,1,0
890799964116312064,@ntp_fal,1,0,1
36745166,@ntusa,1,0,0
16299067,@nuboat,1,0,1
1202144623373602816,@nuunuii1,1,0,1
144417514,@nuzzlez,1,1,0
1094233296802787328,@nxmmzy,1,1,0
65881364,@ohwatsana,1,1,0
365473179,@oilza007,1,0,0
1138340072846061568,@onlykhunoff,1,0,1
702133461293793282,@ospreynathy,1,0,1
67076969,@oweera,1,0,1
1029300501068668928,@paisit80481025,1,1,0
949573515367235584,@paitaysika,1,1,0
2704291933,@nnnnuz,1,1,0
1117134070167662593,@nkny2562,1,1,0
1224156992014438400,@nitituy,1,1,0
563896797,@mtcfsh,1,1,0
3139861296,@mhengmama,1,1,0
1221425269392560129,@minmintori1,1,0,1
1010445590310686720,@minthira_s,1,0,1
1261575374,@mk412371,1,0,0
1180873420499611648,@molajjmolamola,1,0,1
11430852,@molek,1,1,0
1064359666728099840,@mt9397_bb,1,0,1
77701880,@mungship,1,0,1
1114837431931375616,@ngnbkk,1,0,0
2955465720,@music_mthai,1,0,1
1152371327220588544,@nS6Kv9RY0Vxa2Q2,1,1,0
1075671945205743616,@nattapongrobkob,1,1,0
1112265686963769345,@natthakarn_t,1,0,1
194073176,@newman1190,1,0,0
20545835,@newsmax,1,1,0
3320000150,@newtron_wcrp,1,1,0
774141871685677056,@paithairupkan,1,1,0
1211108354753302530,@pamuangforce,1,1,0
65541586,@panzahahaha,1,1,0
1181512987384791046,@prinbenz,1,0,1
98192337,@pooneyz,1,1,0
18081257,@pornjeds,1,1,0
1201531212256296960,@kaeobandon,1,0,1
1067817345060548608,@pprpthailand,1,0,0
154844760,@pps_onespace,1,0,1
1210569545053663232,@pqUnxEvbIUzcx1l,1,0,1
804322668950360064,@prai_sairung,1,0,1
2197629577,@punpun5364,1,1,0
379686060,@pokpck,1,0,1
1190954003804196865,@puppyyunz,1,1,0
2755375638,@pykstt,1,1,0
1191205621770539009,@qhJkBBgRgM6JLm6,1,0,1
1197968644187160576,@qxO1Ua90c1RDDQS,1,0,1
751464733396443136,@raintree_flower,1,1,0
25073877,@realDonaldTrump,1,1,0
14872237,@realmadrid,1,1,0
554492279,@pompom2510,1,0,0
956888370,@pledis_17,1,0,0
2897117454,@paranormal_2ch,1,1,0
1116883722291204096,@penguinhomeless,1,1,0
136699330,@part_3366,1,0,0
63163335,@pawarez,1,1,0
129727958,@peachsy_,1,0,1
840548226394595329,@peachypickkybu,1,0,1
796236445,@peartunwarat,1,1,0
340072432,@peepzii,1,0,1
746221244576497665,@peet_sebastian,1,1,0
1195687328649318400,@phakma1,1,1,0
88390986,@platutong,1,0,1
1042294048675979264,@phayakut5062,1,0,1
533226359,@phongphattana,1,1,0
400602397,@pingpedbuuic,1,1,0
2506306838,@pingvachir,1,1,0
1185895591139635200,@pizza_a112,1,0,1
1087294474370383872,@plaeplaza,1,0,1
82150531,@plaimanee,1,0,1
1069231665145249792,@kaeoruang,1,0,1
1179590779645227009,@b5SiMApHfDuLPbS,1,1,0
2176086638,@ka_mung,1,1,0
777534658540036096,@Min_varang,1,0,1
894831860,@MKingkarn,1,1,0
2496272180,@MP_KaiDoandMJT,1,0,1
1120890813125234688,@MTBB9397BBMT,1,1,0
3724528333,@MaewMaoo,1,0,1
70401175,@MajorGroup,1,1,0
1048899336174616576,@Malila02565976,1,1,0
1224205822105812993,@ManBreakaway,1,1,0
1001343786503426048,@Mantana22315051,1,1,0
869081114232504320,@ManushyaFdn,1,1,0
1213036180494700545,@Mario91086869,1,1,0
115604023,@MaxJenmana,1,0,0
885922401808023552,@Memorytime4,1,0,1
3313997292,@MinhoneySHOP,1,1,0
1140481020967313408,@MACCosmeticsTH,1,1,0
573605463,@MonNotMon,1,1,0
886144607666360321,@Monstergggate,1,1,0
2880729162,@MooSuraphan,1,0,1
2992350842,@MosWiriya,1,1,0
1000440616457715712,@MrSister4,1,0,1
1131453353458786304,@NBTWORLDNews,1,1,0
1949494903,@Namzii9397,1,1,0
107943578,@Nananblogblog,1,1,0
1158757023317495808,@Nattawut145,1,1,0
60024721,@Nattha_ThaiPBS,1,0,0
1013348640813826048,@NatthanOfficial,1,1,0
710334950071865345,@NattinanPompam,1,0,1
135808291,@MFAThai,1,1,0
75578038,@LoukgolfLG,1,0,1
1071838187427745792,@JustKumi_,1,0,1
406874430,@Kerymai,1,1,0
1362207890,@KIKI48_xx,1,1,0
86699051,@KL360_3TIGER,1,0,1
2267708503,@KSeriesAD,1,1,0
2781033606,@KUSEEM,1,0,1
1100006595923079169,@KY3580,1,1,0
836849650560806913,@Kachingzq,1,1,0
848006445840818176,@Kaelynhoonnie_,1,0,0
880230056,@KaiHenna,1,0,0
1132524332414980097,@Kanchit53161443,1,1,0
961851403982352385,@Karn1251,1,1,0
2872898822,@KenchanIzii,1,0,1
1899501822,@KengPongpat,1,1,0
266946216,@KhaosodOnline,1,0,1
1149659900819042304,@Lilly67551299,1,0,0
60972200,@KhunPleum,1,0,1
26736295,@Khunlom,1,0,1
57314296,@KillerPress,1,1,0
786600427403948032,@Kootsher,1,0,1
1430980567,@Korseries,1,1,0
737207096496640001,@Kunat1987Kunat,1,1,0
1216380980627329026,@KyxTt,1,1,0
379886188,@LFCDaytrippers,1,1,0
1203178770942681088,@LKwbTobbtxc8N71,1,0,1
900912271966089216,@LPhatcha,1,0,1
1093669754923933696,@LalisaJourney,1,1,0
363972381,@LaurenJauregui,1,1,0
1150748850195320832,@Ne_cha90,1,0,1
1077869372612403200,@NescafeTH,1,1,0
1214391854755565569,@NeutrogenaT,1,1,0
QoQHFrglCkmMv3AzIBNnOr1PukgBkuNnISGEUADJ6a8=,@QoQHFrglCkmMv3AzIBNnOr1PukgBkuNnISGEUADJ6a8=,1,1,0
82525850,@Por_Kero,1,1,0
742306616926568448,@Potter16365975,1,1,0
301933967,@PouYingluck,1,0,0
1179583434785558528,@PowerD73080395,1,1,0
2169634933,@Prapapoom,1,0,1
1148261864725311488,@Prasertofficial,1,0,0
306804514,@Prasong_lert,1,1,0
58757348,@PuneTreerat,1,0,0
1186583448028237824,@Punzaa5,1,1,0
80747501,@Puppylove999,1,0,1
Q5yrbHpafT9HgrFOyoC2nW0LZo2WCt4eLdJgNATyrEU=,@Q5yrbHpafT9HgrFOyoC2nW0LZo2WCt4eLdJgNATyrEU=,1,1,0
1171063205893832704,@QGXJeiJ0K5ZzFsJ,1,0,1
230904531,@RNAchai,1,0,1
1209009074269872128,@Nll7x8TgpPCeXmm,1,1,0
1173516169145307137,@RTARF_PR,1,1,0
572280979,@RTE_Seoul,1,1,0
1163301291067527168,@Rachadaspoke,1,0,0
980264051270828033,@RatchaneeTNN,1,1,0
14872237,@RealMadrid,1,0,0
2477011356,@Real_tanny1,1,0,1
2891123297,@RechesReport,1,1,0
2526245142,@Rhythmlyn,1,0,1
RuevkISURxn7iI5kcJyOr30GLIUqCBgNnUZGxM2NmyA=,@RuevkISURxn7iI5kcJyOr30GLIUqCBgNnUZGxM2NmyA=,1,1,0
269931003,@SAHINOP,1,1,0
23922797,@SCMPNews,1,0,1
953167075337420800,@SNAILWHITE_TH,1,1,0
190334939,@PongNawat,1,0,0
324322422,@PlobJai,1,1,0
198423891,@Pleng_Cm,1,1,0
1422812138,@Pitchaya79,1,0,1
874818048099721216,@NnnMaria1990,1,0,1
1073620604350124032,@NongMiewwww,1,0,1
1183549252976300033,@Nonna91788980,1,0,1
10965862,@Noterious,1,1,0
2406876248,@Nt2012Nut,1,0,1
146711688,@NuJiji,1,0,1
1002960639499726849,@Numwhan93240567,1,1,0
2326044848,@Nut_Danai,1,0,1
870632436186570752,@NuttaaBow,1,1,0
1140069220144709632,@PHY17598951,1,0,1
825740795860836353,@PINKPILA30,1,0,1
194467401,@PR_RID,1,1,0
219183475,@PR_dmh,1,1,0
35173916,@Pach111,1,1,0
68669279,@PattieUng,1,0,0
781092881108832256,@Patty47296617,1,0,1
1196638272660705280,@Pechprang1,1,0,1
911963977277521921,@Pentargronic,1,0,1
1064771732500705280,@Pheerawat14,1,0,1
1122850143898701824,@PimkarnKiratiw1,1,0,1
1208713584366084096,@Pimmii27544166,1,0,1
1225312244,@Pinitvit,1,0,1
1029323340211675137,@Pinku99H,1,1,0
143688971,@Pipoauh,1,0,0
844093010,@PirkkaTapiola,1,0,0
1138035337584713729,@K99378199,1,0,1
1157623121383309313,@Joopby11,1,0,1
1214377070047854592,@SVongsaroj,1,0,1
290629665,@BradMAdams,1,0,0
1111056298156523520,@Asira59881,1,0,1
1191720706200895498,@BABY_OMG_555,1,0,1
806740320704598017,@BENJAMINT1N,1,0,0
78030114,@BKK_BEST,1,1,0
894537112225067008,@BT21_,1,1,0
975808063952179200,@Babycarroteiei,1,0,1
1092109599790923776,@BananaBoatTh,1,1,0
4695458371,@Banknamekuji,1,1,0
2232426158,@BeautyDiaryNews,1,0,1
1138987250530656257,@Blakcfalcon,1,0,0
3040810154,@Bluefoxsk,1,0,0
919938027106865153,@BnbNMng,1,0,1
456651680,@Bright18557,1,0,1
1186318546319462400,@AnuchaSrihera10,1,0,1
1117581462696448000,@BukhoreeSanuwo1,1,0,1
88848391,@BumrungradH,1,1,0
1115874631,@CGTNOfficial,1,1,0
94991299,@CHAYUTTI,1,1,0
759251,@CNN,1,1,0
15203904,@CelticFC,1,0,0
15341295,@Ch7HD,1,1,0
397109184,@ChangeAus,1,0,0
1187693643529740289,@CheNeverdie007,1,1,0
353724751,@Cherry09_1994,1,0,1
3712487892,@ChumchuenA,1,1,0
878747800099409920,@Comeasyouare_Vx,1,0,0
147853831,@Aormortor,1,0,1
311224048,@AmmyMurder,1,1,0
742292935035617282,@JoeChonlawit,1,0,1
1105126319543578625,@555g5DbjG3y3s5g,1,0,0
1111483170673692672,@00Iti6mPf66djCG,1,1,0
980425974700417024,@0904nmyr,1,1,0
955092794250416128,@185coolkid,1,0,1
3578449512,@1DevDiv,1,1,0
iwJpk0SMbnw7WmWVi371BL3432bFFk898LTbWPSTIhY=,@2UxYx3EetLr5o072x2DpavfZED0gLOgZpZfeAy3awA=68,1,1,0
993584428093001728,@2nV99zt2Kgx4Eea,1,0,1
1128067954023682048,@300590090389yt,1,1,0
900375990911746048,@3KRWMMbZhpuPoNX,1,1,0
3TWe5t3x+KzugvM0t1RQxh87njDVpOkT4nNH9iQglzY=,@3TWe5t3x+KzugvM0t1RQxh87njDVpOkT4nNH9iQglzY=,1,1,0
1012219145453068289,@3xyZNKEO9sfe0eb,1,1,0
1208965397359104000,@4Wy5RILWlKprldC,1,0,1
4oEH157g9TTUd+8b8hHRNIPTN7CZmDkIs69Iec9BCEw=,@4oEH157g9TTUd+8b8hHRNIPTN7CZmDkIs69Iec9BCEw=,1,1,0
6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=,@6W0vM633N2rUWikcG381yg6HG41NB2eaFQurqkQ8344=,1,1,0
425099231,@Amaylizm,1,0,0
1179590714197299200,@7ePRdOseB82bdqw,1,1,0
87385318,@APrommajohn,1,0,0
AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,@AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,1,1,0
1166526163855925248,@AS3qUjWX6cO0lq7,1,0,1
2541585619,@ASophaphon,1,0,0
1152518679231254528,@AW55001,1,0,1
217869888,@A_Kawin,1,0,1
31145593,@Ajbomb,1,0,1
963792378250211328,@Alisachaletcha1,1,0,1
27776098,@AllyBrooke,1,1,0
377986411,@AloneporD,1,1,0
1112702867620532224,@Am_NaphatXPS,1,0,1
1067147839778607104,@Compang3,1,0,1
3633891734,@CoollerJam,1,1,0
119319716,@DGAThailand,1,1,0
1086087914105106432,@InLinny,1,0,0
130394524,@HappinessJessie,1,1,0
267824562,@HardCoreMody,1,1,0
1215967757549756416,@HauraKasidit,1,1,0
4268243919,@HetrixTools,1,1,0
1206829488379592704,@HimawariJapa,1,0,1
1064291656457838592,@HoaJuy,1,0,1
2245439960,@HollyFang,1,1,0
15825547,@IEEESpectrum,1,0,0
22832997,@IEEEXplore,1,1,0
751425708,@INKSSAD,1,1,0
348087292,@Ibah_Zhu,1,0,1
195240429,@IcexyJ,1,0,1
1219935771378905089,@Ing44516054,1,0,1
1081421253624266753,@DRRAA7,1,0,1
1145980629122609152,@IphoneMesa,1,1,0
50839570,@JEDIYUTH,1,0,1
1111655768170717189,@JKJintanaK,1,1,0
878253877333696513,@JML8ql4lTO2xKpk,1,1,0
1033152632527892480,@JacksonWang852,1,1,0
215983021,@JahViiGG,1,0,1
923791770432847873,@James_Talatron,1,0,1
84308740,@JaneZealot,1,0,1
1205357400087121921,@Jate26077152,1,0,1
27254846,@JesJueJang,1,1,0
209065886,@JiBb_SomwaN,1,1,0
1032257401313943552,@Joe78915,1,1,0
1191986743286751232,@HannahM15003013,1,0,0
1138430379751161856,@HAMA83837526,1,0,0
1225792156171816961,@HAEM_CHANASIT,1,0,1
1223156095197167616,@GwrThailand,1,1,0
187431544,@Dafabet,1,1,0
1176315412830507008,@Daraonline1,1,0,1
396414373,@Dekchaikumkom,1,0,0
1139342118357311488,@DemocrazySiam,1,0,1
1180889525263818752,@Dogdog90055018,1,0,1
72322095,@Dont_Bother__me,1,0,1
2801598835,@DrCharanLive,1,0,1
299550942,@Dreamocrazy,1,1,0
24631872,@DuangritBunnag,1,0,1
347092820,@EUinThailand,1,0,0
907942591248789505,@Ekiko9,1,1,0
1211104243056144385,@Engineer18273,1,1,0
1222772047224262656,@ExChef14,1,1,0
31115251,@FeiZV,1,0,1
820553530893213696,@Fern_Psychosis,1,0,1
104794323,@FilmRattapoom,1,0,0
1170674347020673025,@FonSK12,1,1,0
1159450232599404544,@Fongbeer1008,1,0,1
576931098,@Freetimesurin,1,0,1
207003935,@Freiheit_NHLC,1,0,1
125902776,@GCC_1111,1,1,0
4655242273,@GeGeeChk,1,0,1
1118393314833600512,@Got7Markbam71,1,1,0
1006419421244678144,@GretaThunberg,1,1,0
1213481427666227201,@Grilledpork_18,1,0,1
184646812,@SONPThai,1,0,0
1062261716707291136,@SW67536632,1,0,1
300098951,@kWANUCH,1,0,1
1178898176964624384,@epPa6yoQ7IGbW81,1,1,0
1103913824636137479,@dimmeddown,1,1,0
1050118769538818048,@dionyxvs,1,1,0
1169066596410609664,@dkouJYKXkPLmd03,1,0,1
65330183,@dlamchan,1,1,0
418138844,@doctarm,1,0,1
1261597476,@drsupin,1,0,0
60574861,@dtac,1,1,0
251518534,@e22ist,1,1,0
846209651423166464,@e_ya_wa,1,1,0
2954380704,@efangefang,1,1,0
3370518494,@eji6009,1,0,1
138356573,@envi_avatar,1,1,0
